symbol;twoHundredDayAverageChangePercent;fiftyTwoWeekLowChangePercent;averageAnalystRating;language;dividendYield;regularMarketDayRange;earningsTimestampEnd;epsForward;regularMarketDayHigh;twoHundredDayAverageChange;askSize;twoHundredDayAverage;bookValue;fiftyTwoWeekHighChange;marketCap;fiftyTwoWeekRange;fiftyDayAverageChange;exchangeDataDelayedBy;firstTradeDateMilliseconds;averageDailyVolume3Month;dividendRate;trailingAnnualDividendRate;fiftyTwoWeekChangePercent;fiftyTwoWeekLow;market;regularMarketVolume;quoteSourceName;messageBoardId;priceHint;exchange;sourceInterval;regularMarketDayLow;shortName;region;fiftyDayAverageChangePercent;fullExchangeName;earningsTimestampStart;financialCurrency;gmtOffSetMilliseconds;regularMarketOpen;regularMarketTime;regularMarketChangePercent;quoteType;trailingAnnualDividendYield;fiftyTwoWeekLowChange;averageDailyVolume10Day;fiftyTwoWeekHighChangePercent;typeDisp;trailingPE;tradeable;currency;sharesOutstanding;fiftyTwoWeekHigh;regularMarketPreviousClose;exchangeTimezoneName;bidSize;regularMarketChange;priceEpsCurrentYear;cryptoTradeable;fiftyDayAverage;epsCurrentYear;exchangeTimezoneShortName;customPriceAlertConfidence;marketState;regularMarketPrice;forwardPE;earningsTimestamp;ask;epsTrailingTwelveMonths;bid;triggerable;priceToBook;longName;prevName;nameChangeDate;ipoExpectedDate;underlyingSymbol
NOVO-B.CO;0.19276546;0.73159736;2.6;en-US;1.02;688.5 - 706.2;1706682600.0;21.77;706.2;111.770996;0.0;579.829;20.771;-50.600037;3085822066688.0;399.4 - 742.2;19.461975;0;978768000000;2954463.0;7.08;7.075;67.45763;399.4;dk_market;2011358;Delayed Quote;finmb_323452;2;CPH;15;688.5;Novo Nordisk B A/S;US;0.028955325;Copenhagen;1706682600.0;DKK;3600000;696.1;1699631976;-0.5607512;EQUITY;0.0101725375;292.19998;2535655.0;-0.06817574;Equity;41.314217;False;DKK;3386990080.0;742.2;695.5;Europe/Copenhagen;0.0;-3.9000244;38.167767;False;672.138;18.12;CET;LOW;CLOSED;691.6;31.768486;1706682600.0;691.6;16.74;691.6;False;33.29642;Novo Nordisk A/S;;;;
AZN.ST;-0.07327228;0.053261288;1.9;en-US;2.25;1352.0 - 1405.0;;92.71;1405.0;-107.88501;0.0;1472.385;24.014;-251.5;2117253726208.0;1295.5 - 1616.0;-97.920044;0;946886400000;290690.0;30.71;2.9;2.1332383;1295.5;se_market;545457;Delayed Quote;finmb_336774;2;STO;15;1352.0;AstraZeneca PLC;US;-0.06695753;Stockholm;;USD;3600000;1404.0;1699633787;-3.0206113;EQUITY;0.002061123;69.0;253667.0;-0.15563118;Equity;33.00677;False;SEK;1549910016.0;1616.0;1407.0;Europe/Stockholm;0.0;-42.5;16.8665;False;1462.42;80.9;CET;LOW;CLOSED;1364.5;14.717937;;1364.0;41.34;1363.5;False;56.821022;AstraZeneca PLC;;;;
EQNR.OL;0.1328687;0.3071402;2.7;en-US;3.69;361.0 - 365.75;1707289200.0;45.74;365.75;42.72699;0.0;321.573;16.398;-18.550018;1076990967808.0;278.7 - 382.85;5.470978;15;946886400000;2756148.0;13.45;1.2;2.9096007;278.7;no_market;1654305;Delayed Quote;finmb_989228;2;OSL;15;361.0;EQUINOR;US;0.0152467545;Oslo;1707289200.0;USD;3600000;361.05;1699630161;0.9001523;EQUITY;0.0033236397;85.599976;2442585.0;-0.048452444;Equity;5.872018;False;NOK;2956329984.0;382.85;361.05;Europe/Oslo;0.0;3.25;8.5758;False;358.829;42.48;CET;LOW;CLOSED;364.3;7.964582;1707289200.0;364.2;62.04;364.1;False;22.216122;Equinor ASA;;;;
ABB.ST;0.0076075974;0.24879615;2.0;en-US;2.43;386.5 - 390.3;;22.38;390.3;2.9370117;0.0;386.063;7.142;-40.700012;725636677632.0;311.5 - 429.7;-3.1279907;0;989305200000;714880.0;9.46;0.908;18.12936;311.5;se_market;639282;Delayed Quote;finmb_18527;2;STO;15;386.5;ABB Ltd;US;-0.007976963;Stockholm;;USD;3600000;390.0;1699633783;-0.8664613;EQUITY;0.0023139655;77.5;537229.0;-0.09471727;Equity;16.781708;False;SEK;1845440000.0;429.7;392.4;Europe/Stockholm;0.0;-3.399994;17.65774;False;392.128;22.03;CET;LOW;CLOSED;389.0;17.381592;;389.5;23.18;389.3;False;54.466534;ABB Ltd;;;;
ATCO-B.ST;0.05913215;0.2394406;;en-US;1.74;130.4 - 132.45;;;132.45;7.372452;0.0;124.67755;17.579;-8.899994;717189939200.0;106.54 - 140.95;4.3490067;0;944035200000;1616116.0;2.3;2.3;10.910463;106.54;se_market;1503924;Delayed Quote;finmb_418524;2;STO;15;130.4;Atlas Copco AB ser. B;US;0.034056168;Stockholm;;SEK;3600000;132.0;1699633775;-0.78888285;EQUITY;0.01728024;25.510002;1462386.0;-0.06314292;Equity;23.580359;False;SEK;1560880000.0;140.95;133.1;Europe/Stockholm;0.0;-1.050003;;False;127.701;;CET;LOW;CLOSED;132.05;;;131.9;5.6;131.85;False;7.5118036;Atlas Copco AB;;;;
ATCO-A.ST;0.068544626;0.27260548;2.6;en-US;1.51;150.45 - 152.9;1706180400.0;6.02;152.9;9.7504425;0.0;142.24956;17.579;-13.0;717189152768.0;119.44 - 165.0;5.248993;0;946886400000;4146535.0;2.3;2.3;13.449764;119.44;se_market;2814747;Delayed Quote;finmb_418524;2;STO;15;150.45;Atlas Copco AB ser. A;US;0.03576802;Stockholm;1706180400.0;SEK;3600000;152.75;1699633784;-1.170353;EQUITY;0.014954486;32.559998;3474040.0;-0.07878788;Equity;27.191412;False;SEK;3312329984.0;165.0;153.8;Europe/Stockholm;0.0;-1.800003;26.116838;False;146.751;5.82;CET;LOW;CLOSED;152.0;25.24917;1706180400.0;151.75;5.59;151.65;False;8.646681;Atlas Copco AB;;;;
INVE-A.ST;-0.028878123;0.06459142;;en-US;2.14;204.2 - 207.0;;;207.0;-6.102005;0.0;211.302;215.984;-21.800003;637977100288.0;192.75 - 227.0;-3.3200073;0;946886400000;1380191.0;4.4;4.4;2.089548;192.75;se_market;485439;Delayed Quote;finmb_873951;2;STO;15;204.2;Investor AB ser. A;US;-0.01592177;Stockholm;;SEK;3600000;206.3;1699633771;-1.0130275;EQUITY;0.021225277;12.449997;569377.0;-0.09603526;Equity;5.2995863;False;SEK;1246759936.0;227.0;207.3;Europe/Stockholm;0.0;-2.100006;;False;208.52;;CET;LOW;CLOSED;205.2;;;205.4;38.72;205.3;False;0.9500704;Investor AB (publ);;;;
INVE-B.ST;-0.0145385275;0.10843239;2.2;en-US;2.13;205.7 - 208.6;1705661940.0;13.94;208.6;-3.0523987;0.0;209.9524;215.984;-16.700012;637976117248.0;186.66 - 223.6;-3.4408112;0;946886400000;2807231.0;4.4;4.4;7.6818943;186.66;se_market;1868600;Delayed Quote;finmb_873951;2;STO;15;205.7;Investor AB ser. B;US;-0.016358268;Stockholm;1705661940.0;SEK;3600000;207.95;1699633770;-1.0047877;EQUITY;0.021052632;20.23999;2249325.0;-0.074687;Equity;5.344872;False;SEK;1815900032.0;223.6;209.0;Europe/Stockholm;0.0;-2.100006;9.824311;False;210.3408;21.06;CET;LOW;CLOSED;206.9;14.842181;1705661940.0;206.85;38.71;206.8;False;0.95794135;Investor AB (publ);;;;
VOLV-B.ST;0.02692315;0.18947935;2.3;en-US;3.16;218.4 - 221.6;1706250000.0;20.95;221.6;5.8097534;0.0;215.79025;85.533;-14.0;454701056000.0;186.3 - 235.6;-2.2299957;0;946886400000;2775276.0;7.0;7.0;15.344572;186.3;se_market;2656208;Delayed Quote;finmb_312375;2;STO;15;218.4;Volvo, AB ser. B;US;-0.009962899;Stockholm;1706250000.0;SEK;3600000;220.35;1699633781;-0.22512381;EQUITY;0.031517334;35.300003;2675401.0;-0.05942275;Equity;10.151169;False;SEK;1588470016.0;235.6;222.1;Europe/Stockholm;0.0;-0.5;8.403489;False;223.83;26.37;CET;LOW;CLOSED;221.6;10.577565;1706250000.0;221.2;21.83;221.15;False;2.5908132;AB Volvo (publ);;;;
VOLV-A.ST;0.030344749;0.20315793;;en-US;3.06;225.0 - 228.6;;;228.6;6.7325134;0.0;221.8675;85.533;-11.199997;454699122688.0;190.0 - 239.8;1.9000092;0;946886400000;124577.0;7.0;7.0;13.056385;190.0;se_market;152529;Delayed Quote;finmb_312375;2;STO;15;225.0;Volvo, AB ser. A;US;0.008381161;Stockholm;;SEK;3600000;227.4;1699633795;-0.17466983;EQUITY;0.030567685;38.600006;145576.0;-0.046705574;Equity;10.471828;False;SEK;444987008.0;239.8;229.0;Europe/Stockholm;0.0;-0.3999939;;False;226.7;;CET;LOW;CLOSED;228.6;;;228.2;21.83;228.0;False;2.6726527;AB Volvo (publ);;;;
NDA-SE.ST;-0.006655899;0.12959753;1.9;en-US;7.68;116.82 - 118.28;1697713140.0;16.5;118.28;-0.7861023;0.0;118.1061;8.563;-17.620003;416034291712.0;103.86 - 134.94;-2.592804;0;946886400000;3432887.0;9.01;0.8;11.267066;103.86;se_market;2696718;Delayed Quote;finmb_99505;2;STO;15;116.82;Nordea Bank Abp;US;-0.021622412;Stockholm;1697713140.0;EUR;3600000;118.12;1699633774;-0.4243762;EQUITY;0.0067900186;13.459999;2810618.0;-0.13057657;Equity;7.1319146;False;SEK;3531099904.0;134.94;117.82;Europe/Stockholm;0.0;-0.5;7.1623936;False;119.9128;16.38;CET;LOW;CLOSED;117.32;7.110303;1697713140.0;117.44;16.45;117.42;False;13.700807;Nordea Bank Abp;;;;
DNB.OL;0.0015955777;0.12933218;2.7;en-US;6.24;199.9 - 201.8;1666229400.0;24.09;201.8;0.31924438;2464.0;200.08075;157.831;-24.0;305545838592.0;177.45 - 224.4;-10.25;15;946886400000;1602466.0;12.5;12.5;7.65512;177.45;no_market;1045479;Delayed Quote;finmb_9778651;2;OSL;15;199.9;DNB BANK ASA;US;-0.048658915;Oslo;1666229400.0;NOK;3600000;200.7;1699630093;-0.049878355;EQUITY;0.06234414;22.949997;1582601.0;-0.10695188;Equity;8.077388;False;NOK;1524679936.0;224.4;200.5;Europe/Oslo;3277.0;-0.1000061;8.103518;False;210.65;24.73;CET;LOW;CLOSED;200.4;8.318804;;200.7;24.81;200.5;False;1.2697126;DNB Bank ASA;DNB ASA;2023-11-11;;
ASSA-B.ST;-0.0055942503;0.096557915;2.6;en-US;1.96;242.8 - 245.3;1707289200.0;14.36;245.3;-1.3799896;0.0;246.68;86.604;-24.199997;276916731904.0;223.7 - 269.5;5.0859985;0;946886400000;1538079.0;4.8;4.8;0.2042532;223.7;se_market;1203579;Delayed Quote;finmb_620284;2;STO;15;242.8;ASSA ABLOY AB ser. B;US;0.02117278;Stockholm;1707289200.0;SEK;3600000;244.8;1699633775;-0.64803195;EQUITY;0.01944107;21.600006;1606159.0;-0.08979591;Equity;20.323116;False;SEK;1053249984.0;269.5;246.9;Europe/Stockholm;0.0;-1.5999908;19.179047;False;240.214;12.79;CET;LOW;CLOSED;245.3;17.082172;1707289200.0;244.9;12.07;244.8;False;2.8324327;ASSA ABLOY AB (publ);;;;
SEB-C.ST;-0.016420934;0.087986544;;en-US;4.99;128.6 - 130.4;;;130.4;-2.146988;0.0;130.747;99.975;-19.399994;263582416896.0;118.2 - 148.0;-2.1959991;0;946886400000;26278.0;6.75;6.75;2.063489;118.2;se_market;24870;Delayed Quote;finmb_671797;2;STO;15;128.6;Skandinaviska Enskilda Banken s;US;-0.016789498;Stockholm;;SEK;3600000;129.2;1699633771;-0.31007278;EQUITY;0.05232558;10.400009;26823.0;-0.13108104;Equity;8.206765;False;SEK;24152500.0;148.0;129.0;Europe/Stockholm;0.0;-0.3999939;;False;130.796;;CET;LOW;CLOSED;128.6;;;129.4;15.67;129.2;False;1.2863216;Skandinaviska Enskilda Banken AB (publ);Skandinaviska Enskilda Banken AB (publ.);2023-11-11;;
EQT.ST;0.022245226;0.20042868;2.5;en-US;1.34;223.9 - 229.9;1705903200.0;1.25;229.9;4.8744965;;219.1255;5.046;-43.600006;274001264640.0;186.6 - 267.6;10.626999;0;1571209200000;953307.0;3.0;0.269;-13.077223;186.6;se_market;783472;Delayed Quote;finmb_314568856;2;STO;15;223.9;EQT AB;US;0.049804796;Stockholm;1705384800.0;EUR;3600000;229.1;1699633782;-3.2397408;EQUITY;0.001161987;37.399994;840978.0;-0.16292976;Equity;;False;SEK;1183590016.0;267.6;231.5;Europe/Stockholm;;-7.5;248.8889;False;213.373;0.9;CET;LOW;CLOSED;224.0;179.2;1697524200.0;224.2;-0.65;223.8;False;44.391598;EQT AB (publ);;;;
SEB-A.ST;0.013225036;0.17870726;2.7;en-US;5.1;123.35 - 124.9;1706508000.0;15.74;124.9;1.6184998;0.0;122.3815;99.975;-15.399994;259725443072.0;105.2 - 139.4;-4.8190002;0;946886400000;3023685.0;6.75;6.75;4.9069405;105.2;se_market;1980679;Delayed Quote;finmb_671797;2;STO;15;123.35;Skandinaviska Enskilda Banken s;US;-0.03740908;Stockholm;1706076000.0;SEK;3600000;123.75;1699633785;0.04034131;EQUITY;0.054457445;18.800003;2650253.0;-0.11047342;Equity;7.9031234;False;SEK;2069869952.0;139.4;123.95;Europe/Stockholm;0.0;0.05000305;7.1925755;False;128.819;17.24;CET;LOW;CLOSED;124.0;7.878018;1698217200.0;123.95;15.69;123.95;False;1.2403101;Skandinaviska Enskilda Banken AB (publ);Skandinaviska Enskilda Banken AB (publ.);2023-11-11;;
NDA-DK.CO;-0.020575859;0.098182954;2.0;en-US;7.95;74.73 - 75.7;;10.6;75.7;-1.5743484;0.0;76.51435;8.563;-15.559998;265917857792.0;68.24 - 90.5;-1.2947998;0;956127600000;670840.0;5.96;0.8;3.0244708;68.24;dk_market;233955;Delayed Quote;finmb_99505;2;CPH;15;74.73;Nordea Bank Abp;US;-0.016984366;Copenhagen;;EUR;3600000;75.67;1699631983;-0.5309184;EQUITY;0.01061853;6.7000046;386800.0;-0.17193368;Equity;7.130352;False;DKK;3531099904.0;90.5;75.34;Europe/Copenhagen;0.0;-0.3999939;7.1235743;False;76.2348;10.52;CET;LOW;CLOSED;74.94;7.0698113;;74.97;10.51;74.94;False;8.751606;Nordea Bank Abp;;;;
HEXA-B.ST;-0.14283423;0.1052509;2.6;en-US;1.42;94.08 - 96.38;1706770800.0;5.54;96.38;-15.853699;0.0;110.9937;3.769;-39.559998;259686547456.0;86.08 - 134.7;0.42160034;0;946886400000;3887035.0;1.35;0.12;-22.681839;86.08;se_market;2116975;Delayed Quote;finmb_875143;2;STO;15;94.08;Hexagon AB ser. B;US;0.0044510923;Stockholm;1706770800.0;EUR;3600000;95.74;1699633789;-1.6539162;EQUITY;0.0012404383;9.059998;3582840.0;-0.29368967;Equity;25.438503;False;SEK;2574129920.0;134.7;96.74;Europe/Stockholm;0.0;-1.5999985;19.25911;False;94.7184;4.94;CET;LOW;CLOSED;95.14;17.173285;1706770800.0;94.96;3.74;94.92;False;25.24277;Hexagon AB (publ);;;;
HM-B.ST;0.022324298;0.42505518;2.9;en-US;4.19;154.64 - 157.26;1706684400.0;9.13;157.26;3.3881989;0.0;151.7718;29.322;-34.42;257539227648.0;108.88 - 189.58;-1.714798;0;946886400000;2821473.0;6.5;6.5;24.806953;108.88;se_market;2606266;Delayed Quote;finmb_770402;2;STO;15;154.64;Hennes & Mauritz AB, H & M ser.;US;-0.010930997;Stockholm;1706684400.0;SEK;3600000;157.0;1699633770;-2.0825462;EQUITY;0.041019812;46.280006;2447758.0;-0.18155922;Equity;40.19689;False;SEK;1430870016.0;189.58;158.46;Europe/Stockholm;0.0;-3.300003;25.688742;False;156.8748;6.04;CET;LOW;CLOSED;155.16;16.994524;1706684400.0;155.26;3.86;155.22;False;5.2915897;H & M Hennes & Mauritz AB (publ);;;;
SAND.ST;-0.05411385;0.113008864;2.5;en-US;2.56;193.6 - 196.0;1706166000.0;14.15;196.0;-11.184494;0.0;206.6845;71.187;-31.899994;247741497344.0;175.65 - 227.4;-2.6470032;0;946886400000;1820403.0;5.0;5.0;0.025582314;175.65;se_market;1131888;Delayed Quote;finmb_621806;2;STO;15;193.6;Sandvik AB;US;-0.013358785;Stockholm;1706166000.0;SEK;3600000;195.5;1699633790;-1.0126582;EQUITY;0.025316456;19.850006;2146805.0;-0.14028142;Equity;16.955769;False;SEK;1254390016.0;227.4;197.5;Europe/Stockholm;0.0;-2.0;14.688204;False;198.147;13.31;CET;LOW;CLOSED;195.5;13.816255;1706166000.0;195.15;11.53;195.05;False;2.746288;Sandvik AB (publ);Sandvik AB;2023-11-11;;
SAMPO-SDB.ST;-0.072133854;0.06272189;;en-US;4.66;447.0 - 452.0;;;452.0;-34.906006;;483.906;13.523;-151.0;226150973440.0;422.5 - 600.0;-7.149994;0;1669104000000;5927.0;20.94;1.8;-15.122872;422.5;se_market;1153;Delayed Quote;finmb_2969167;2;STO;15;447.0;Sampo Plc SDB;US;-0.015674654;Stockholm;;EUR;3600000;447.0;1699633782;0.4474273;EQUITY;0.0040268456;26.5;6646.0;-0.25166667;Equity;25.310034;False;SEK;501796992.0;600.0;447.0;Europe/Stockholm;;2.0;;False;456.15;;CET;LOW;CLOSED;449.0;;;451.5;17.74;450.5;False;33.202694;Sampo Oyj;;;;
SHB-B.ST;0.018156514;0.1445312;;en-US;4.69;116.2 - 117.8;;8.83;117.8;2.0899963;0.0;115.11;102.9;-19.600006;190671503360.0;102.4 - 136.8;0.21199799;0;946886400000;107075.0;5.5;5.5;-3.934425;102.4;se_market;105016;Delayed Quote;finmb_631722;2;STO;15;116.2;Svenska Handelsbanken ser. B;US;0.0018121345;Stockholm;;SEK;3600000;116.4;1699633773;1.0344801;EQUITY;0.047413792;14.799995;90111.0;-0.14327489;Equity;8.604993;False;SEK;35251300.0;136.8;116.0;Europe/Stockholm;0.0;1.199997;;False;116.988;;CET;LOW;CLOSED;117.2;13.272933;;117.4;13.62;117.2;False;1.1389698;Svenska Handelsbanken AB (publ);;;;
DSV.CO;-0.17075545;0.1351581;2.2;en-US;0.61;1062.0 - 1079.5;1707134400.0;59.82;1079.5;-220.33105;0.0;1290.331;332.059;-426.5;225172946944.0;942.6 - 1496.5;-141.52405;0;948441600000;321952.0;6.5;6.5;-2.771467;942.6;dk_market;206646;Delayed Quote;finmb_878704;2;CPH;15;1062.0;DSV A/S;US;-0.11681489;Copenhagen;1706698740.0;DKK;3600000;1071.5;1699631976;-0.60380864;EQUITY;0.0060380865;127.400024;461112.0;-0.28499833;Equity;17.72991;False;DKK;210442000.0;1496.5;1076.5;Europe/Copenhagen;0.0;-6.5;17.980171;False;1211.524;59.51;CET;LOW;CLOSED;1070.0;17.886995;1698138000.0;1070.0;60.35;1068.5;False;3.2223191;DSV A/S;DSV Panalpina A/S;2023-11-11;;
EVO.ST;-0.20847654;0.06748661;2.2;en-US;2.28;991.4 - 1010.4;1707134400.0;64.07;1010.4;-262.886;0.0;1260.986;17.531;-470.90002;218732609536.0;935.0 - 1469.0;-96.78406;0;1426838400000;429814.0;22.72;2.0;-1.8004715;935.0;se_market;520089;Delayed Quote;finmb_285223104;2;STO;15;991.4;Evolution AB;US;-0.08839663;Stockholm;1706698740.0;EUR;3600000;1010.0;1699633780;-2.3958538;EQUITY;0.001955799;63.099976;437676.0;-0.32055822;Equity;18.415129;False;SEK;213898000.0;1469.0;1022.6;Europe/Stockholm;0.0;-24.5;17.409733;False;1094.884;57.33;CET;LOW;CLOSED;998.1;15.578274;1698303600.0;999.8;54.2;999.6;False;56.93343;Evolution AB (publ);Evolution Gaming Group AB (publ);2023-11-11;;
EPI-A.ST;-0.08371263;0.024827586;3.1;en-US;1.83;184.45 - 187.55;1706093940.0;8.97;187.55;-16.970245;0.0;202.72025;30.361;-34.550003;216781389824.0;181.25 - 220.3;-17.177002;0;1529305200000;867114.0;3.4;3.4;-4.6457887;181.25;se_market;552167;Delayed Quote;finmb_417010627;2;STO;15;184.45;Epiroc AB ser. A;US;-0.08464621;Stockholm;1706093940.0;SEK;3600000;187.5;1699633783;-1.6675458;EQUITY;0.017998943;4.5;986073.0;-0.1568316;Equity;23.482933;False;SEK;816873024.0;220.3;188.9;Europe/Stockholm;0.0;-3.149994;21.776085;False;202.927;8.53;CET;LOW;CLOSED;185.75;20.707914;1706093940.0;185.95;7.91;185.75;False;6.1180463;Epiroc AB (publ);;;;
EPI-B.ST;-0.088957936;0.033398863;;en-US;2.15;156.7 - 159.1;;5.58;159.1;-15.408249;0.0;173.20825;30.361;-33.09999;216780914688.0;152.7 - 190.9;-14.175995;0;1529305200000;327629.0;3.4;3.4;-6.3779297;152.7;se_market;169113;Delayed Quote;finmb_417010627;2;STO;15;156.7;Epiroc AB ser. B;US;-0.08243008;Stockholm;;SEK;3600000;159.0;1699633783;-1.4981235;EQUITY;0.021223472;5.100006;336069.0;-0.17338917;Equity;19.924242;False;SEK;389972992.0;190.9;160.2;Europe/Stockholm;0.0;-2.399994;;False;171.976;;CET;LOW;CLOSED;157.8;28.279572;;158.1;7.92;157.8;False;5.1974573;Epiroc AB (publ);;;;
NOKIA-SEK.ST;-0.14658873;0.116351314;;en-US;3.54;37.645 - 38.04;;3.25;38.04;-6.4851;0.0;44.2401;3.845;-15.254997;210560385024.0;33.82 - 53.01;-2.3936005;0;1180940400000;648711.0;1.34;0.12;-24.247593;33.82;se_market;425312;Delayed Quote;finmb_205573;2;STO;15;37.645;Nokia Corporation;US;-0.059618525;Stockholm;;EUR;3600000;37.88;1699633792;-0.32998943;EQUITY;0.0031678984;3.9350014;595088.0;-0.28777584;Equity;4.690062;False;SEK;5529690112.0;53.01;37.88;Europe/Stockholm;0.0;-0.125;12.378689;False;40.1486;3.05;CET;LOW;CLOSED;37.755;11.616923;;37.89;8.05;37.865;False;9.819246;Nokia Oyj;Nokia Corporation;2023-11-11;;
SWED-A.ST;-0.0479514;0.11417077;2.2;en-US;5.42;179.4 - 181.15;1706853600.0;27.68;181.15;-9.068497;0.0;189.1185;171.535;-39.84999;202631872512.0;161.6 - 219.9;-15.369003;0;946886400000;2316066.0;9.75;9.75;9.719682;161.6;se_market;1328998;Delayed Quote;finmb_410994;2;STO;15;179.4;Swedbank AB ser A;US;-0.07864641;Stockholm;1706508000.0;SEK;3600000;179.6;1699633771;-0.055504218;EQUITY;0.05412157;18.449997;2063315.0;-0.1812187;Equity;6.128319;False;SEK;1124800000.0;219.9;180.15;Europe/Stockholm;0.0;-0.099990845;6.0217395;False;195.419;29.9;CET;LOW;CLOSED;180.05;6.5046964;1698303600.0;180.2;29.38;180.15;False;1.04964;Swedbank AB (publ);;;;
AKRBP.OL;0.11367194;0.31538457;2.3;en-US;8.04;304.0 - 308.9;1698388200.0;39.41;308.9;31.416992;;276.383;19.863;-51.80002;194344910848.0;234.0 - 359.6;3.84198;15;1231488000000;1022774.0;24.75;2.175;-12.257695;234.0;no_market;756915;Delayed Quote;finmb_9048461;2;OSL;15;304.0;AKER BP;US;0.012639838;Oslo;1698388200.0;USD;3600000;304.8;1699630093;0.8518924;EQUITY;0.007126474;73.79999;1064770.0;-0.14404899;Equity;15.382308;False;NOK;631400000.0;359.6;305.2;Europe/Oslo;;2.5999756;8.95809;False;303.958;34.36;CET;LOW;CLOSED;307.8;7.8102;1698388200.0;307.7;20.01;307.5;False;15.496147;Aker BP ASA;;;;
SHB-A.ST;0.011810029;0.14513823;2.6;en-US;5.72;95.78 - 96.62;1707717600.0;12.64;96.62;1.1216965;0.0;94.9783;102.9;-16.800003;190671044608.0;83.92 - 112.9;-0.3446045;0;946886400000;4802754.0;5.5;5.5;-7.817745;83.92;se_market;2943289;Delayed Quote;finmb_631722;2;STO;15;95.78;Svenska Handelsbanken ser. A;US;-0.0035730822;Stockholm;1707199200.0;SEK;3600000;95.98;1699633788;0.16676676;EQUITY;0.057327494;12.18;3595438.0;-0.14880428;Equity;7.0558004;False;SEK;1944780032.0;112.9;95.94;Europe/Stockholm;0.0;0.15999603;6.869192;False;96.4446;13.99;CET;LOW;CLOSED;96.1;7.6028476;1697612400.0;96.16;13.62;96.12;False;0.9339164;Svenska Handelsbanken AB (publ);;;;
ESSITY-A.ST;-0.086214505;0.09190372;;en-US;2.91;248.5 - 253.5;;13.77;253.5;-23.540009;0.0;273.04;102.776;-65.0;175203893248.0;228.5 - 314.5;7.399994;0;1497510000000;7059.0;7.25;7.25;2.2540927;228.5;se_market;25508;Delayed Quote;finmb_403212338;2;STO;15;248.5;Essity AB ser. A;US;0.030565856;Stockholm;;SEK;3600000;253.5;1699633772;0.2008032;EQUITY;0.029116467;21.0;8523.0;-0.20667727;Equity;19.614779;False;SEK;61153000.0;314.5;249.0;Europe/Stockholm;0.0;0.5;;False;242.1;;CET;LOW;CLOSED;249.5;18.119099;;250.5;12.72;250.0;False;2.4276094;Essity AB (publ);;;;
ESSITY-B.ST;-0.082864486;0.09584242;2.6;en-US;2.9;248.2 - 251.7;1706513400.0;13.22;251.7;-22.623993;0.0;273.024;102.776;-64.100006;175203876864.0;228.5 - 314.5;8.125992;0;1497510000000;1352760.0;7.25;7.25;2.1207213;228.5;se_market;1074050;Delayed Quote;finmb_403212338;2;STO;15;248.2;Essity AB ser. B;US;0.033540502;Stockholm;1706081400.0;SEK;3600000;249.5;1699633773;0.360719;EQUITY;0.029058116;21.899994;1287157.0;-0.2038156;Equity;19.685534;False;SEK;641188992.0;314.5;249.5;Europe/Stockholm;0.0;0.8999939;;False;242.274;;CET;LOW;CLOSED;250.4;18.940998;1698303600.0;250.3;12.72;250.1;False;2.4363663;Essity AB (publ);;;;
ERIC-B.ST;-0.09899101;0.037090525;2.8;en-US;5.36;49.855 - 51.02;1705908600.0;5.5;51.02;-5.529598;0.0;55.8596;32.069;-20.339996;169872310272.0;48.53 - 70.67;-2.8904;0;946886400000;6821734.0;2.7;2.7;-21.66537;48.53;se_market;5679928;Delayed Quote;finmb_269706;2;STO;15;49.855;Ericsson, Telefonab. L M ser. B;US;-0.054309998;Stockholm;1705563000.0;SEK;3600000;51.02;1699633779;-1.0420738;EQUITY;0.053086907;1.800003;5445732.0;-0.28781655;Equity;;False;SEK;3068000000.0;70.67;50.86;Europe/Stockholm;0.0;-0.5299988;13.350133;False;53.2204;3.77;CET;LOW;CLOSED;50.33;9.150909;1697526000.0;50.36;-7.14;50.32;False;1.5694284;Telefonaktiebolaget LM Ericsson (publ);;;;
ERIC-A.ST;-0.12628074;0.04800003;;en-US;5.15;52.2 - 53.5;;;53.5;-7.573498;0.0;59.9735;32.069;-23.599998;169871884288.0;50.0 - 76.0;-2.473999;0;946886400000;20598.0;2.7;2.7;-23.167156;50.0;se_market;5078;Delayed Quote;finmb_269706;2;STO;15;52.2;Ericsson, Telefonab. L M ser. A;US;-0.045085087;Stockholm;;SEK;3600000;52.9;1699633780;-0.75757146;EQUITY;0.051136367;2.4000015;13239.0;-0.31052628;Equity;;False;SEK;262000000.0;76.0;52.8;Europe/Stockholm;0.0;-0.3999977;;False;54.874;;CET;LOW;CLOSED;52.4;;;52.3;-7.14;52.2;False;1.6339768;Telefonaktiebolaget LM Ericsson (publ);;;;
